FumblesLost,OFRTD,PassingInterceptions,PassingTDs,PassingYards,ReceivingTDs,ReceivingYards,Receptions,RushingTDs,RushingYards,Salary,TwoPtsPassing,TwoPtsReceiving,TwoPtsRushing,Name,Team,Position,GSIS_ID,HmeFldAdv,NextGame
0.0,0.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,4000,0.0,0.0,0.0,Kendall Wright,TEN,WR,00-0029708,HME,Ten@NE 01:00PM ET
1.0,1.0,0.0,4.0,324.0,0.0,0.0,0.0,1.0,15.0,5200,0.0,0.0,0.0,Kirk Cousins,WAS,QB,00-0029604,HME,Buf@Was 01:00PM ET
1.0,0.0,0.0,0.0,0.0,1.0,61.0,0.0,2.0,175.0,6300,0.0,0.0,0.0,Lamar Miller,MIA,RB,00-0029615,HME,Mia@SD 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,7300,0.0,0.0,0.0,Larry Fitzgerald,ARI,WR,00-0022921,HME,Ari@Phi 08:30PM ET
0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,113.0,4500,0.0,0.0,0.0,Latavius Murray,OAK,RB,00-0030513,HME,GB@Oak 04:05PM ET
0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,129.0,4400,0.0,0.0,0.0,LeGarrette Blount,NE,RB,00-0027325,HME,Ten@NE 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,112.0,6300,0.0,0.0,0.0,LeSean McCoy,BUF,RB,00-0027029,HME,Buf@Was 01:00PM ET
1.0,1.0,2.0,3.0,268.0,0.0,0.0,0.0,1.0,112.0,5500,1.0,0.0,0.0,Marcus Mariota,TEN,QB,00-0032268,HME,Ten@NE 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,42.0,6500,0.0,0.0,0.0,Marshawn Lynch,SEA,RB,00-0025399,HME,Cle@Sea 04:05PM ET
1.0,0.0,0.0,0.0,0.0,1.0,178.0,0.0,0.0,0.0,5500,0.0,0.0,0.0,Martavis Bryant,PIT,WR,00-0031373,HME,Den@Pit 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,30.0,4200,0.0,0.0,0.0,Marvin Jones,CIN,WR,00-0029293,HME,Cin@SF 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,1.0,84.0,6500,0.0,0.0,0.0,Matt Forte,CHI,RB,00-0026184,HME,Chi@Min 01:00PM ET
0.0,0.0,0.0,2.0,315.0,0.0,0.0,0.0,0.0,0.0,5000,0.0,0.0,0.0,Matt Hasselbeck,IND,QB,00-0007091,HME,Hou@Ind 01:00PM ET
1.0,0.0,3.0,3.0,397.0,0.0,0.0,0.0,0.0,7.0,5700,0.0,0.0,0.0,Matt Ryan,ATL,QB,00-0026143,HME,Atl@Jax 01:00PM ET
