FumblesLost,OFRTD,PassingInterceptions,PassingTDs,PassingYards,ReceivingTDs,ReceivingYards,Receptions,RushingTDs,RushingYards,Salary,TwoPtsPassing,TwoPtsReceiving,TwoPtsRushing,Name,Team,Position,GSIS_ID,HmeFldAdv,NextGame
1.0,1.0,1.0,3.0,345.0,0.0,0.0,0.0,0.0,24.0,5300,0.0,0.0,0.0,Jay Cutler,CHI,QB,00-0024226,AWY,Chi@Min 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,98.0,5000,0.0,0.0,0.0,Jeremy Hill,CIN,RB,00-0031301,AWY,Cin@SF 04:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,109.0,0.0,1.0,73.0,3900,0.0,0.0,0.0,Jeremy Langford,CHI,RB,00-0031569,AWY,Chi@Min 01:00PM ET
1.0,0.0,0.0,0.0,0.0,2.0,95.0,0.0,0.0,0.0,5500,0.0,0.0,0.0,Jeremy Maclin,KC,WR,00-0026995,AWY,KC@Bal 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,4900,0.0,0.0,0.0,John Brown,ARI,WR,00-0031051,AWY,Ari@Phi 08:30PM ET
1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,91.0,6000,0.0,0.0,0.0,Jonathan Stewart,CAR,RB,00-0026153,AWY,Car@NYG 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,133.0,0.0,0.0,0.0,4300,0.0,0.0,0.0,Jordan Matthews,PHI,WR,00-0031299,AWY,Ari@Phi 08:30PM ET
1.0,0.0,0.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,5900,0.0,0.0,0.0,Jordan Reed,WAS,TE,00-0030472,AWY,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,7400,0.0,0.0,0.0,Julian Edelman,NE,WR,00-0027150,AWY,Ten@NE 01:00PM ET
0.0,1.0,0.0,0.0,0.0,1.0,137.0,0.0,0.0,0.0,8500,0.0,0.0,0.0,Julio Jones,ATL,WR,00-0027944,AWY,Atl@Jax 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,4700,0.0,0.0,0.0,Julius Thomas,JAC,TE,00-0028067,AWY,Atl@Jax 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,4600,0.0,0.0,0.0,Kamar Aiken,BAL,WR,00-0028497,AWY,KC@Bal 01:00PM ET
0.0,1.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,24.0,3600,0.0,0.0,1.0,Karlos Williams,BUF,RB,00-0032152,AWY,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,7.0,4000,0.0,0.0,0.0,Kendall Wright,TEN,WR,00-0029708,AWY,Ten@NE 01:00PM ET
2.0,0.0,1.0,1.0,300.0,0.0,0.0,0.0,1.0,13.0,5200,0.0,0.0,0.0,Kirk Cousins,WAS,QB,00-0029604,AWY,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,97.0,0.0,2.0,44.0,6300,0.0,0.0,0.0,Lamar Miller,MIA,RB,00-0029615,AWY,Mia@SD 04:25PM ET
1.0,0.0,0.0,0.0,0.0,1.0,130.0,0.0,0.0,0.0,7300,0.0,0.0,0.0,Larry Fitzgerald,ARI,WR,00-0022921,AWY,Ari@Phi 08:30PM ET
1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,96.0,4500,0.0,0.0,0.0,Latavius Murray,OAK,RB,00-0030513,AWY,GB@Oak 04:05PM ET
0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,66.0,4400,0.0,0.0,0.0,LeGarrette Blount,NE,RB,00-0027325,AWY,Ten@NE 01:00PM ET
1.0,1.0,0.0,0.0,0.0,1.0,47.0,0.0,1.0,112.0,6300,0.0,0.0,1.0,LeSean McCoy,BUF,RB,00-0027029,AWY,Buf@Was 01:00PM ET
0.0,1.0,1.0,4.0,371.0,1.0,41.0,0.0,1.0,29.0,5500,1.0,0.0,0.0,Marcus Mariota,TEN,QB,00-0032268,AWY,Ten@NE 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,122.0,6500,0.0,0.0,0.0,Marshawn Lynch,SEA,RB,00-0025399,AWY,Cle@Sea 04:05PM ET
0.0,0.0,0.0,0.0,0.0,1.0,69.0,0.0,1.0,13.0,5500,0.0,0.0,0.0,Martavis Bryant,PIT,WR,00-0031373,AWY,Den@Pit 04:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,4200,0.0,0.0,0.0,Marvin Jones,CIN,WR,00-0029293,AWY,Cin@SF 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,44.0,6500,0.0,0.0,0.0,Matt Forte,CHI,RB,00-0026184,AWY,Chi@Min 01:00PM ET
1.0,0.0,2.0,2.0,252.0,0.0,0.0,0.0,0.0,10.0,5000,0.0,0.0,0.0,Matt Hasselbeck,IND,QB,00-0007091,AWY,Hou@Ind 01:00PM ET
1.0,1.0,2.0,1.0,303.0,0.0,0.0,0.0,0.0,4.0,5700,0.0,0.0,0.0,Matt Ryan,ATL,QB,00-0026143,AWY,Atl@Jax 01:00PM ET
0.0,0.0,2.0,2.0,308.0,0.0,0.0,0.0,0.0,10.0,5000,0.0,0.0,0.0,Matt Schaub,BAL,QB,00-0022787,AWY,KC@Bal 01:00PM ET
0.0,1.0,2.0,2.0,245.0,0.0,0.0,0.0,0.0,5.0,6100,0.0,0.0,0.0,Matthew Stafford,DET,QB,00-0026498,AWY,Det@NO 08:30PM ET
0.0,1.0,0.0,0.0,0.0,2.0,108.0,0.0,0.0,0.0,5700,0.0,0.0,0.0,Michael Crabtree,OAK,WR,00-0026986,AWY,GB@Oak 04:05PM ET
0.0,0.0,0.0,0.0,0.0,2.0,113.0,0.0,0.0,0.0,4400,0.0,0.0,0.0,Michael Floyd,ARI,WR,00-0029638,AWY,Ari@Phi 08:30PM ET
0.0,0.0,0.0,0.0,0.0,1.0,164.0,0.0,0.0,0.0,7400,0.0,0.0,0.0,Mike Evans,TB,WR,00-0031408,AWY,TB@StL 08:25PM ET
0.0,0.0,0.0,0.0,0.0,2.0,127.0,0.0,0.0,0.0,3400,0.0,0.0,0.0,Nate Washington,HOU,WR,00-0023367,AWY,Hou@Ind 01:00PM ET
0.0,0.0,0.0,0.0,0.0,3.0,166.0,0.0,0.0,0.0,9200,0.0,0.0,0.0,Odell Beckham,NYG,WR,00-0031235,AWY,Car@NYG 01:00PM ET
0.0,0.0,2.0,2.0,281.0,0.0,0.0,0.0,0.0,0.0,5800,0.0,0.0,0.0,Peyton Manning,DEN,QB,00-0010346,AWY,Den@Pit 04:25PM ET
0.0,1.0,1.0,4.0,301.0,0.0,0.0,0.0,0.0,9.0,5500,0.0,0.0,0.0,Philip Rivers,SD,QB,00-0022942,AWY,Mia@SD 04:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,4100,0.0,0.0,0.0,Pierre Garcon,WAS,WR,00-0026345,AWY,Buf@Was 01:00PM ET
0.0,1.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,10.0,6300,0.0,0.0,0.0,Randall Cobb,GB,WR,00-0028002,AWY,GB@Oak 04:05PM ET
0.0,1.0,0.0,0.0,0.0,2.0,146.0,0.0,0.0,0.0,4300,0.0,0.0,0.0,Richard Rodgers,GB,TE,00-0031384,AWY,GB@Oak 04:05PM ET
0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,4.0,3900,0.0,0.0,0.0,Rishard Matthews,MIA,WR,00-0029580,AWY,Mia@SD 04:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,7700,0.0,0.0,0.0,Rob Gronkowski,NE,TE,00-0027656,AWY,Ten@NE 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,102.0,4300,0.0,0.0,0.0,Ronnie Hillman,DEN,RB,00-0029683,AWY,Den@Pit 04:25PM ET
0.0,0.0,0.0,0.0,0.0,1.0,58.0,0.0,0.0,0.0,3500,0.0,0.0,0.0,Rueben Randle,NYG,WR,00-0029262,AWY,Car@NYG 01:00PM ET
0.0,0.0,2.0,5.0,292.0,0.0,0.0,0.0,1.0,51.0,7000,0.0,0.0,0.0,Russell Wilson,SEA,QB,00-0029263,AWY,Cle@Sea 04:05PM ET
1.0,0.0,2.0,2.0,390.0,0.0,0.0,0.0,1.0,29.0,5400,0.0,0.0,0.0,Ryan Fitzpatrick,NYJ,QB,00-0023682,AWY,NYJ@Dal 08:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,97.0,4000,0.0,0.0,0.0,Ryan Mathews,PHI,RB,00-0027864,AWY,Ari@Phi 08:30PM ET
1.0,3.0,2.0,3.0,351.0,0.0,9.0,0.0,0.0,3.0,5100,0.0,0.0,0.0,Ryan Tannehill,MIA,QB,00-0029701,AWY,Mia@SD 04:25PM ET
0.0,0.0,1.0,2.0,295.0,0.0,0.0,0.0,0.0,6.0,5100,0.0,0.0,0.0,Sam Bradford,PHI,QB,00-0027854,AWY,Ari@Phi 08:30PM ET
0.0,0.0,0.0,0.0,0.0,2.0,158.0,0.0,0.0,1.0,6200,0.0,0.0,1.0,Sammy Watkins,BUF,WR,00-0031325,AWY,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,108.0,0.0,0.0,10.0,4000,0.0,0.0,0.0,Stefon Diggs,MIN,WR,00-0031588,AWY,Chi@Min 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,1.0,64.0,4900,0.0,0.0,0.0,T.J. Yeldon,JAC,RB,00-0032209,AWY,Atl@Jax 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,5900,0.0,0.0,0.0,T.Y. Hilton,IND,WR,00-0029608,AWY,Hou@Ind 01:00PM ET
1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,66.0,3900,0.0,0.0,0.0,Tavon Austin,STL,WR,00-0030525,AWY,TB@StL 08:25PM ET
0.0,0.0,0.0,0.0,0.0,2.0,80.0,0.0,0.0,0.0,4600,0.0,0.0,0.0,Ted Ginn,CAR,WR,00-0025396,AWY,Car@NYG 01:00PM ET
1.0,0.0,1.0,2.0,335.0,0.0,0.0,0.0,0.0,23.0,5100,0.0,0.0,0.0,Teddy Bridgewater,MIN,QB,00-0031237,AWY,Chi@Min 01:00PM ET
0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,18.0,4000,0.0,0.0,0.0,Theo Riddick,DET,RB,00-0030107,AWY,Det@NO 08:30PM ET
1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,101.0,6500,0.0,0.0,0.0,Thomas Rawls,SEA,RB,00-0031897,AWY,Cle@Sea 04:05PM ET
1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,89.0,6700,0.0,0.0,0.0,Todd Gurley,STL,RB,00-0032241,AWY,TB@StL 08:25PM ET
1.0,0.0,1.0,3.0,334.0,0.0,0.0,0.0,0.0,10.0,7800,0.0,0.0,0.0,Tom Brady,NE,QB,00-0019596,AWY,Ten@NE 01:00PM ET
0.0,0.0,2.0,2.0,227.0,0.0,0.0,0.0,0.0,2.0,5600,0.0,0.0,0.0,Tony Romo,DAL,QB,00-0021678,AWY,NYJ@Dal 08:25PM ET
1.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,4500,0.0,0.0,0.0,Travis Benjamin,CLE,WR,00-0029269,AWY,Cle@Sea 04:05PM ET
1.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,4400,0.0,1.0,0.0,Travis Kelce,KC,TE,00-0030506,AWY,KC@Bal 01:00PM ET
0.0,0.0,0.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,5200,0.0,0.0,0.0,Tyler Eifert,CIN,TE,00-0030549,AWY,Cin@SF 04:25PM ET
0.0,0.0,0.0,0.0,0.0,2.0,104.0,0.0,0.0,7.0,4200,0.0,0.0,0.0,Tyler Lockett,SEA,WR,00-0032211,AWY,Cle@Sea 04:05PM ET
1.0,1.0,1.0,3.0,291.0,0.0,0.0,0.0,0.0,53.0,5600,0.0,0.0,1.0,Tyrod Taylor,BUF,QB,00-0028118,AWY,Buf@Was 01:00PM ET
0.0,0.0,0.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,4500,0.0,0.0,0.0,Vincent Jackson,TB,WR,00-0023496,AWY,TB@StL 08:25PM ET
0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,4600,0.0,0.0,0.0,Willie Snead,NO,WR,00-0030663,AWY,Det@NO 08:30PM ET
